root	misc	adj-to-adv	adj-to-comparative	adj-to-noun	noun-to-plural	verb-to-gerund	verb-to-past-and-participle	verb-to-third-person
lockbox					lockboxes			
lockdown	lockdowns							
locker	lockers				lockers			
locket	lockets				lockets			
locking					lockings			
lockjaw					lockjaws			
locknut					locknuts			
lockout	lockouts				lockouts			
locksmith	locksmiths				locksmiths			
lockstep					locksteps			
lockup	lockups				lockups			
locoism					locoisms			
locomote						locomoting	locomoted	locomotes
locomotive	locomotives	locomotively		locomotivity	locomotives			
locoweed					locoweeds			
locule					locules			
loculus	loculi				loculi			
locum					locums			
locus	loci				loci			
locust	locusts				locusts			
locution	locutions				locutions			
lode	lodes				lodes			
lodestar	lodestars				lodestars			
lodestone	lodestones							
lodge	lodged,lodges,lodging				lodges	lodging	lodged	lodges
lodgement					lodgements			
lodger	lodgers				lodgers			
lodging	lodgings							
lodgment					lodgments			
loess					loesses			
loft	lofted,lofting,lofts				lofts	lofting	lofted	lofts
loftsman	loftsmen							
lofty		loftily	loftier,loftiest	loftiness				
log	logged,logging,logs				logs	logging	logged	logs
logan					logans			
loganberry	loganberries				loganberries			
logarithm	logarithms				logarithms			
logarithmic		logarithmically						
logbook					logbooks			
loge	loges				loges			
logger	loggers				loggers			
loggerhead					loggerheads			
loggia	loggias,loggie				loggie			
logging					loggings			
logic					logics			
logical		logically		logicality				
logician					logicians			
login	logins							
loginess					loginesses			
logion					logia			
logistic								
logistical								
logistician					logisticians			
logjam	logjams				logjams			
logo	logos				logoes			
logogram					logograms			
logogrammatic		logogrammatically						
logographic		logographically						
logomach					logomachs			
logomachy					logomachies			
logon	logons							
logotype	logotypes				logotypes			
logout	logouts							
logroll						logrolling	logrolled	logrolls
logwood					logwoods			
logy		logily	logier,logiest	loginess				
loin	loins							
loincloth	loincloths				loincloths			
loiter	loitered,loitering,loiters					loitering	loitered	loiters
loiterer	loiterers				loiterers			
lolita	lolitas							
loll	lolled,lolling,lolls					lolling	lolled	lolls
lollipop	lollipops				lollipops			
lollop	lolloped,lolloping,lollops					lolloping	lolloped	lollops
lolly	lollies				lollies			
lollygag	lollygagged,lollygagging,lollygags					lollygagging	lollygagged	lollygags
loment					loments			
lomentum					lomenta			
londoner	londoners				londoners			
lone		lonely						
lonely		lonelily	lonelier,loneliest	loneliness				
loner	loners				loners			
lonesome		lonesomely						
long	longed,longing,longs	longly	longer,longest			longing	longed	longs
longan					longans			
longanimity					longanimities			
longboat	longboats				longboats			
longbow	longbows				longbows			
longer					longers			
longevity					longevities			
longhand					longhands			
longhorn					longhorns			
longing	longings				longings			
longitude	longitudes				longitudes			
longitudinal		longitudinally						
longness					longnesses			
longobard	longobardi,longobards				longobardi			
longship	longships							
longshoreman	longshoremen							
longtime			longtimer					
longueur	longueurs				longueurs			
loo	loos							
loofa					loofas			
loofah	loofahs				loofahs			
look	looked,looking,looks				looks	looking	looked	looks
lookalike	lookalikes							
lookdown					lookdowns			
looker	lookers				lookers			
lookout	lookouts				lookouts			
lookup					lookups			
loom	loomed,looming,looms				looms	looming	loomed	looms
loon	loons				loa,loons			
loonie								
loony			loonier,looniest	looniness				
loop	looped,looping,loops				loops	looping	looped	loops
looper					loopers			
loophole	loopholes				loopholes			
loopy			loopier,loopiest					
loos								
loose	loosed,loosing	loosely	looser,loosest			loosing	loosed	
loosen	loosened,loosening,loosens					loosening	loosened	loosens
loot	looted,looting,loots				loots	looting	looted	loots
looter	looters				looters			
lop	lopped					lopping	lopped	lops
lope	loped,lopes				lopes		loped	lopes
lopper					loppers			
lopsided		lopsidedly						
loquacious		loquaciously						
loquacity					loquacities			
loquat					loquats			
lord	lorded,lording,lords				lords	lording	lorded	lords
lordly		lordlily	lordlier,lordliest	lordliness				
lordosis					lordoses			
lordship					lordships			
lore					lores			
lorgnette					lorgnettes			
lorica	loricae				loricae			
lorikeet					lorikeets			
lorry	lorries				lorries			
lory					lories			
lose	loses,losing,lost					losing	lost	loses
loser	losers				losers			
loss	losses							
lossy			lossier,lossiest					
lot	lots					lotting	lotted	lots
lota					lotas			
loth		lothly						
lothario	lotharios				lotharios			
loti					maloti			
lotion	lotions				lotions			
lottery	lotteries				lotteries			
lotto	lottos				lottos			
lotus	lotuses				lotuses			
loud		loudly	louder,loudest					
louden						loudening	loudened	loudens
loudhailer	loudhailers							
loudmouth	loudmouths				loudmouths			
loudness					loudnesses			
loudspeaker	loudspeakers				loudspeakers			
lough					loughs			
louisianan					louisianans			
louisianian					louisianians			
lounge	lounged,lounges,lounging				lounges	lounging	lounged	lounges
lounger	loungers				loungers			
loupe					loupes			
lour						louring	loured	lours
louse	lice,loused,louses,lousing				lice			
lousy		lousily	lousier,lousiest	lousiness				
lout	louts				louts			
loutish		loutishly						
louver					louvers			
louvre					louvres			
lovable		lovably						
lovage					lovages			
love	loved,loves,loving				loves	loving	loved	loves
loveable		loveably						
lovebird	lovebirds				lovebirds			
loveless		lovelessly						
lovely	lovelies	lovelily	lovelier,loveliest	loveliness	lovelies			
lover	lovers				lovers			
loverly				loverliness				
loveseat	loveseats							
lovesome		lovesomely						
loving		lovingly						
low	lowed,lowing,lows	lowly	lower,lowest	lowance	lows	lowing	lowed	lows
lowboy					lowboys			
lowbrow					lowbrows			
lower	lowered,lowering,lowers				lowers	lowering	lowered	lowers
lowering		loweringly						
lowland								
lowlander					lowlanders			
lowlife	lowlifes				lowlifes			
lowly		lowlily	lowlier,lowliest	lowliness				
lowness					lownesses			
lox					loxes			
loyal		loyally	loyaler,loyalest					
loyalist	loyalists				loyalists			
loyalty	loyalties				loyalties			
lozenge	lozenges				lozenges			
lp	lps							
lpn	lpns							
lsat	lsats							
luau					luaus			
luba					luba			
lubber					lubbers			
lubberly				lubberliness				
lube					lubes			lubes
lubricant	lubricants				lubricants			
lubricate	lubricated,lubricates,lubricating					lubricating	lubricated	lubricates
lubrication					lubrications			
lubricator					lubricators			
lubricious		lubriciously						
lubricity					lubricities			
lubritorium					lubritoria			
luce								
lucent		lucently		lucence				
lucerne					lucernes			
lucid		lucidly		lucidity				
lucidity					lucidities			
lucifer					lucifers			
luck					lucks			
luckless		lucklessly						
lucky		luckily	luckier,luckiest	luckiness				
lucrative		lucratively						
lucre					lucres			
lucubrate						lucubrating	lucubrated	lucubrates
lucubration					lucubrations			
luculent		luculently						
luddite	luddites							
ludicrous		ludicrously						
luff					luffs	luffing	luffed	luffs
luffa					luffas			
lug	lugged,lugging,lugs				lugs	lugging	lugged	lugs
luge	luged,lugeing				luges			luges
luggage					luggages			
lugger					luggers			
lugsail					lugsails			
lugubrious		lugubriously						
lugworm					lugworms			
lukewarm		lukewarmly						
lull	lulled,lulling,lulls				lulls	lulling	lulled	lulls
lullaby	lullabies				lullabies			
lulu	lulus				lulus			
lumbago	lumbagos				lumbagos			
lumber	lumbered,lumbering,lumbers				lumbers	lumbering	lumbered	lumbers
lumbering		lumberingly						
lumberjack	lumberjacks				lumberjacks			
lumberyard	lumberyards				lumberyards			
lumbricalis	lumbricales							
lumbus					lumbi			
lumen	lumina				lumina			
luminary	luminaries				luminaries			
luminesce	luminesced,luminescing					luminescing	luminesced	luminesces
luminescent				luminescence				
luminosity					luminosities			
luminous		luminously						
lummox	lummoxes				lummoxes			
lump	lumped,lumping,lumps				lumps	lumping	lumped	lumps
lumpectomy	lumpectomies							
lumper					lumpers			
lumpfish	lumpfishes				lumpfishes			
lumpish		lumpishly						
lumpy		lumpily	lumpier,lumpiest	lumpiness				
luna					lunas			
lunacy					lunacies			
lunate		lunately						
lunatic	lunatics	lunatically			lunatics			
lunation					lunations			
lunch	lunched,lunches,lunching				lunches	lunching	lunched	lunches
lunchbox	lunchboxes							
luncheon	luncheons				luncheons			
luncher					lunchers			
lunchroom	lunchrooms				lunchrooms			
lunette					lunettes			
lung	lungs				lungs			
lunge	lunged,lunges,lunging				lunges	lunging	lunged	lunges
lunger					lungers			
lungfish					lungfishes			
lungi	lungis				lungis			
lungyi					lungyis			
lunkhead	lunkheads				lunkheads			
lunt					lunts			
lunula	lunulae				lunulae			
lunule					lunules			
luny	lunies		lunier,luniest					
lupin					lupins			
lupine	lupines				lupines			
lupus					lupuses			
lur								
lurch	lurched,lurches,lurching				lurches	lurching	lurched	lurches
lurcher					lurchers			
lure	lured,luring					luring	lured	
lurid		luridly		luridity				
lurk	lurked,lurking,lurks					lurking	lurked	lurks
lurker					lurkers			
luscious		lusciously						
lush	lushes	lushly	lusher,lushest		lushes			
lushness					lushnesses			
lust	lusted,lusting,lusts				lusts	lusting	lusted	lusts
luster					lusters			
lustful		lustfully						
lustrate	lustrated,lustrating					lustrating	lustrated	lustrates
lustre								
lustrous		lustrously						
lustrum	lustrums				lustrums			
lusty		lustily	lustier,lustiest	lustiness				
lutanist					lutanists			
lute	lutes				lutes			
lutecium					luteciums			
lutein					luteins			
luteinize	luteinizing,luteinizized							
lutenist					lutenists			
lutetium					lutetiums			
lutheran	lutherans				lutherans			
luting					lutings			
lutist					lutists			
lux	luxes				luxes			
luxate						luxating	luxated	luxates
luxation					luxations			
luxuriant		luxuriantly		luxuriance				
luxuriate	luxuriated,luxuriates,luxuriating					luxuriating	luxuriated	luxuriates
luxurious		luxuriously						
luxury	luxuries				luxuries			
lycanthropy					lycanthropies			
lycee					lycees			
lyceum					lyceums			
lychee	lychees				lychees			
lychgate	lychgates							
lychnis					lychnises			
lycopene					lycopenes			
lycopod					lycopods			
lye					lyes			
lying					lyings			
lymph					lymphs			
lymphadenoma					lymphadenomas			
lymphangioma					lymphangiomas			
lymphangitis					lymphangitides			
lymphatic		lymphatically						
lymphocyte	lymphocytes				lymphocytes			
lymphogranuloma					lymphogranulomas			
lymphoma	lymphomas,lymphomata				lymphomata			
lymphopoiesis					lymphopoieses			
lynch	lynched,lynches,lynching					lynching	lynched	lynches
lynching					lynchings			
lynx	lynxes				lynxes			
lyophilize	lyophilized,lyophilizing					lyophilizing	lyophilized	
lyrate		lyrately						
lyre	lyres				lyres			
lyrebird					lyrebirds			
lyric	lyrics				lyrics			lyrics
lyrical								
lyricism					lyricisms			
lyricist	lyricists				lyricists			
lyrist					lyrists			
lyse	lysed,lysing							
lysin					lysins			
lysine					lysines			
lysis	lyses				lyses			
lysogenic				lysogenicity				
lysogeny					lysogenies			
lysosome					lysosomes			
lysozyme					lysozymes			
lyssa					lyssas			
lytta	lyttae				lyttae			
lytton					lytta			
ma	mas				mas			
maar					maare			
mac	macs				macs			
macabre		macabrely						
macaco	macacos							
macadam					macadams			
macadamia	macadamias							
macadamize						macadamizing	macadamized	macadamizes
macaque					macaques			
macarena	macarenas							
macaroni	macaronies,macaronis				macaronies			
macaronic		macaronically						
macaroon	macaroons				macaroons			
macaw	macaws				macaws			
maccaroni					maccaronies			
macchiato	macchiatos							
mace	maces				maces			
macedonian					macedonians			
macer					macers			
macerate	macerated,macerates,macerating					macerating	macerated	macerates
mach	machs				machs			
machete	machetes				machetes			
machiavellian		machiavellianly			machiavellians			
machicolate						machicolating	machicolated	
machicolation					machicolations			
machinate						machinating	machinated	
machination					machinations			
machine	machined,machines,machining				machines	machining	machined	machines
machinery					machineries			
machinist	machinists				machinists			
machismo					machismos			
macho	machos				machos			
machzor					machzorim			
macintosh					macintoshes			
mack					macks			
mackerel	mackerels				mackerels			
mackinaw					mackinaws			
mackintosh	mackintoshes				mackintoshes			
mackle					mackles			
macrame					macrames			macrames
macro	macros				macros			
macrobiotic		macrobiotically						
macrocosm	macrocosms				macrocosms			
macrocosmic		macrocosmically						
macroeconomy	macroeconomies							
macromolecule					macromolecules			
macron					macrons			
macronucleus					macronuclei			
macroscopic								
macroscopical								
macrosporangium	macrosporangia				macrosporangia			
macula					maculae			
maculate						maculating	maculated	maculates
maculation					maculations			
macule					macules			
mad		madly	madder,maddest					
madam	madams				madams			
madame					mesdames			
madcap		madcaply			madcaps			
madden	maddened,maddening,maddens					maddening	maddened	maddens
maddening		maddeningly						
madder					madders			madders
mademoiselle	mesdemoiselles				mesdemoiselles			
madhouse	madhouses				madhouses			
madman	madmen							
madness					madnesses			
madonna	madonnas				madonnas			
madras	madrases				madrases			
madrasa	madrasas							
madrigal	madrigals				madrigals			madrigals
madrilena	madrilenas							
madrileno	madrilenos							
madrona					madronas			
madrono					madornos			
madwoman	madwomen							
madwort					madworts			
maelstrom	maelstroms				maelstroms			
maenad					maenads			
maestro	maestri,maestros				maestri			
maffia					maffias			
mafia	mafias				mafias			
mafioso	mafiosi				mafiosi			
mag	mags				mags			
magazine	magazines				magazines			
magdalen					magdalens			
magenta					magentas			
maggot	maggots				maggots			
maggoty				maggotiness				
magic					magics			
magical								
magician	magicians				magicians			
magilp					magilps			
magisterial		magisterially		magisteriality				
